Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option
P0978,Ceramic,787,High,Yes,Land,0.944,Bio Bubble Wrap
P0979,Paper,1724,High,No,Land,1.552,Paper Wrap
P0980,Ceramic,747,Low,No,Sea,0.896,Bio Bubble Wrap
P0981,Paper,969,Medium,Yes,Land,0.872,Paper Wrap
P0982,Glass,929,Low,No,Air,1.393,Bio Bubble Wrap
P0983,Bioplastic,846,High,Yes,Land,0.592,Paper Wrap
P0984,Ceramic,1358,High,No,Air,1.63,Bio Bubble Wrap
P0985,Metal,440,Medium,Yes,Air,0.792,Recycled Cardboard
P0986,Ceramic,1818,Medium,No,Air,2.182,Bio Bubble Wrap
P0987,Metal,531,High,Yes,Land,0.956,Recycled Cardboard
P0988,Paper,988,Medium,Yes,Air,0.889,Paper Wrap
P0989,Ceramic,109,Low,Yes,Sea,0.131,Bio Bubble Wrap
P0990,Bioplastic,1369,Medium,No,Sea,0.958,Paper Wrap
P0991,Plastic,664,Medium,Yes,Land,1.394,Recycled Cardboard
P0992,Bioplastic,1996,Medium,Yes,Land,1.397,Paper Wrap
P0993,Paper,1232,Low,Yes,Land,1.109,Paper Wrap
P0994,Paper,736,High,Yes,Air,0.662,Paper Wrap
P0995,Ceramic,464,Low,Yes,Sea,0.557,Bio Bubble Wrap
P0996,Ceramic,407,Low,Yes,Sea,0.488,Bio Bubble Wrap
P0997,Glass,320,Low,Yes,Air,0.48,Bio Bubble Wrap
P0998,Glass,1379,Medium,Yes,Sea,2.068,Bio Bubble Wrap
P0999,Metal,413,Medium,Yes,Land,0.743,Minimalist Pouch
P1000,Plastic,1929,Low,Yes,Sea,4.051,Recycled Cardboard
P1001,Glass,577,Medium,No,Air,0.866,Bio Bubble Wrap
P1002,Ceramic,191,Medium,Yes,Sea,0.229,Bio Bubble Wrap
P1003,Bioplastic,189,Low,No,Sea,0.132,Paper Wrap
P1004,Ceramic,1513,Medium,Yes,Land,1.816,Bio Bubble Wrap
P1005,Ceramic,682,Low,No,Sea,0.818,Bio Bubble Wrap
P1006,Glass,186,Medium,Yes,Sea,0.279,Bio Bubble Wrap
P1007,Glass,1639,Medium,Yes,Land,2.458,Bio Bubble Wrap
P1008,Glass,1109,Medium,Yes,Land,1.663,Bio Bubble Wrap
P1009,Metal,967,Low,Yes,Sea,1.741,Paper Wrap
P1010,Metal,1967,Low,Yes,Land,3.541,Recycled Cardboard
P1011,Glass,913,Medium,Yes,Land,1.369,Bio Bubble Wrap
P1012,Paper,918,Low,Yes,Sea,0.826,Paper Wrap
P1013,Bioplastic,1600,Low,Yes,Land,1.12,Paper Wrap
P1014,Ceramic,1209,Medium,No,Air,1.451,Bio Bubble Wrap
P1015,Plastic,1698,Low,Yes,Air,3.566,Recycled Cardboard
P1016,Metal,1841,Low,Yes,Air,3.314,Minimalist Pouch
P1017,Plastic,399,Low,No,Land,0.838,Recycled Cardboard
P1018,Paper,1297,Low,Yes,Air,1.167,Paper Wrap
P1019,Plastic,1410,Low,Yes,Sea,2.961,Recycled Cardboard
P1020,Metal,1369,Medium,Yes,Land,2.464,Recycled Cardboard
P1021,Plastic,863,Low,Yes,Air,1.812,Recycled Cardboard
P1022,Bioplastic,205,Medium,No,Land,0.143,Paper Wrap
P1023,Glass,342,High,Yes,Air,0.513,Bio Bubble Wrap
P1024,Paper,1764,Medium,Yes,Air,1.588,Paper Wrap
P1025,Paper,1487,Medium,Yes,Sea,1.338,Paper Wrap
P1026,Paper,966,Medium,No,Air,0.869,Paper Wrap
P1027,Ceramic,1567,Low,Yes,Land,1.88,Bio Bubble Wrap
P1028,Paper,1868,Low,Yes,Sea,1.681,Paper Wrap
P1029,Plastic,822,Medium,No,Air,1.726,Recycled Cardboard
P1030,Paper,1969,Medium,No,Land,1.772,Paper Wrap
P1031,Metal,1329,High,Yes,Sea,2.392,Minimalist Pouch
P1032,Bioplastic,165,High,Yes,Sea,0.115,Paper Wrap
P1033,Glass,1227,Low,No,Air,1.841,Bio Bubble Wrap
P1034,Paper,661,Medium,Yes,Land,0.595,Paper Wrap
P1035,Metal,234,Medium,Yes,Sea,0.421,Bio Bubble Wrap
P1036,Paper,589,Medium,Yes,Air,0.53,Paper Wrap
P1037,Ceramic,1572,Low,Yes,Land,1.886,Bio Bubble Wrap
P1038,Plastic,1503,Medium,Yes,Land,3.156,Recycled Cardboard
P1039,Paper,330,Low,Yes,Air,0.297,Paper Wrap
P1040,Metal,422,Low,Yes,Sea,0.76,Minimalist Pouch
P1041,Glass,437,Medium,Yes,Air,0.655,Bio Bubble Wrap
P1042,Paper,698,Low,Yes,Sea,0.628,Paper Wrap
P1043,Bioplastic,447,Low,No,Sea,0.313,Paper Wrap
P1044,Glass,269,Medium,Yes,Air,0.404,Bio Bubble Wrap
P1045,Plastic,434,Low,Yes,Land,0.911,Recycled Cardboard
P1046,Plastic,1871,High,Yes,Land,3.929,Recycled Cardboard
P1047,Paper,1020,Low,Yes,Land,0.918,Paper Wrap
P1048,Metal,1823,Medium,Yes,Air,3.281,Bio Bubble Wrap
P1049,Plastic,1790,High,No,Land,3.759,Recycled Cardboard
P1050,Metal,835,Medium,Yes,Sea,1.503,Recycled Cardboard
P1051,Ceramic,1632,Low,Yes,Air,1.958,Bio Bubble Wrap
P1052,Glass,1245,Medium,No,Land,1.867,Bio Bubble Wrap
P1053,Paper,1789,High,Yes,Sea,1.61,Paper Wrap
P1054,Paper,423,Medium,No,Sea,0.381,Paper Wrap
P1055,Paper,1003,Medium,Yes,Air,0.903,Paper Wrap
P1056,Plastic,1755,Low,Yes,Sea,3.686,Recycled Cardboard
P1057,Glass,1071,Low,No,Sea,1.607,Bio Bubble Wrap
P1058,Bioplastic,1138,Medium,Yes,Air,0.797,Paper Wrap
P1059,Glass,1770,Low,No,Sea,2.655,Bio Bubble Wrap
P1060,Glass,993,High,Yes,Air,1.49,Bio Bubble Wrap
P1061,Bioplastic,1943,Low,Yes,Land,1.36,Paper Wrap
P1062,Glass,1726,Low,No,Land,2.589,Bio Bubble Wrap
P1063,Paper,528,Low,Yes,Sea,0.475,Paper Wrap
P1064,Glass,661,Low,Yes,Sea,0.992,Bio Bubble Wrap
P1065,Ceramic,821,Low,Yes,Sea,0.985,Bio Bubble Wrap
P1066,Plastic,1474,Low,Yes,Sea,3.095,Recycled Cardboard
P1067,Ceramic,487,High,No,Air,0.584,Bio Bubble Wrap
P1068,Plastic,463,Medium,No,Land,0.972,Recycled Cardboard
P1069,Ceramic,605,High,Yes,Air,0.726,Bio Bubble Wrap
P1070,Metal,1684,Medium,Yes,Air,3.031,Paper Wrap
P1071,Plastic,866,Low,No,Air,1.819,Recycled Cardboard
P1072,Plastic,1734,Medium,Yes,Sea,3.641,Recycled Cardboard
P1073,Glass,569,Low,Yes,Sea,0.854,Bio Bubble Wrap
P1074,Ceramic,1545,Medium,No,Air,1.854,Bio Bubble Wrap
P1075,Bioplastic,1786,Low,Yes,Sea,1.25,Paper Wrap
P1076,Plastic,1513,High,Yes,Air,3.177,Recycled Cardboard
P1077,Ceramic,498,Medium,Yes,Air,0.598,Bio Bubble Wrap
P1078,Bioplastic,1431,Medium,Yes,Air,1.002,Paper Wrap
P1079,Paper,170,Medium,Yes,Land,0.153,Paper Wrap
P1080,Paper,477,High,Yes,Land,0.429,Paper Wrap
P1081,Metal,545,Low,No,Air,0.981,Mushroom Foam
P1082,Paper,463,High,Yes,Land,0.417,Paper Wrap
P1083,Ceramic,1818,Medium,Yes,Land,2.182,Bio Bubble Wrap
P1084,Paper,1304,High,Yes,Sea,1.174,Paper Wrap
P1085,Paper,1835,Low,Yes,Sea,1.651,Paper Wrap
P1086,Plastic,743,Medium,No,Sea,1.56,Recycled Cardboard
P1087,Paper,164,Low,No,Land,0.148,Paper Wrap
P1088,Glass,1008,High,Yes,Land,1.512,Bio Bubble Wrap
P1089,Metal,178,Low,Yes,Land,0.32,Recycled Cardboard
P1090,Bioplastic,505,High,Yes,Air,0.353,Paper Wrap
P1091,Plastic,983,Medium,Yes,Air,2.064,Recycled Cardboard
P1092,Glass,1383,Low,Yes,Sea,2.075,Bio Bubble Wrap
P1093,Paper,811,Low,Yes,Sea,0.73,Paper Wrap
P1094,Paper,1348,Low,Yes,Sea,1.213,Paper Wrap
P1095,Ceramic,1883,Low,Yes,Sea,2.26,Bio Bubble Wrap
P1096,Paper,1281,Low,No,Air,1.153,Paper Wrap
P1097,Paper,1523,Low,Yes,Sea,1.371,Paper Wrap
P1098,Metal,1294,Low,Yes,Air,2.329,Minimalist Pouch
P1099,Glass,1253,Low,Yes,Land,1.879,Bio Bubble Wrap
P1100,Paper,927,Medium,Yes,Air,0.834,Paper Wrap
P1101,Ceramic,1580,High,Yes,Land,1.896,Bio Bubble Wrap
P1102,Glass,1463,Medium,Yes,Land,2.195,Bio Bubble Wrap
P1103,Plastic,1781,High,Yes,Land,3.74,Recycled Cardboard
P1104,Plastic,1092,Low,Yes,Land,2.293,Recycled Cardboard
P1105,Bioplastic,607,Low,Yes,Land,0.425,Paper Wrap
P1106,Metal,585,Medium,Yes,Land,1.053,Mushroom Foam
P1107,Plastic,907,Low,No,Air,1.905,Recycled Cardboard
P1108,Paper,276,Medium,Yes,Sea,0.248,Paper Wrap
P1109,Plastic,1799,Low,Yes,Air,3.778,Recycled Cardboard
P1110,Glass,865,Medium,Yes,Land,1.298,Bio Bubble Wrap
P1111,Plastic,645,Low,Yes,Air,1.355,Recycled Cardboard
P1112,Plastic,1409,Medium,Yes,Land,2.959,Recycled Cardboard
P1113,Glass,1026,Medium,No,Air,1.539,Bio Bubble Wrap
P1114,Plastic,117,Medium,Yes,Land,0.246,Recycled Cardboard
P1115,Bioplastic,559,Low,Yes,Sea,0.391,Paper Wrap
P1116,Plastic,665,Medium,No,Land,1.397,Recycled Cardboard
P1117,Glass,248,Medium,Yes,Air,0.372,Bio Bubble Wrap
P1118,Glass,1725,Low,Yes,Sea,2.587,Bio Bubble Wrap
P1119,Paper,1953,Medium,Yes,Air,1.758,Paper Wrap
P1120,Paper,1677,Medium,Yes,Air,1.509,Paper Wrap
P1121,Plastic,1621,Medium,Yes,Air,3.404,Recycled Cardboard
P1122,Glass,1635,Medium,Yes,Land,2.453,Bio Bubble Wrap
P1123,Paper,1254,Medium,Yes,Land,1.129,Paper Wrap
P1124,Glass,676,Low,Yes,Sea,1.014,Bio Bubble Wrap
P1125,Glass,812,Medium,Yes,Sea,1.218,Bio Bubble Wrap
P1126,Bioplastic,1989,Low,Yes,Air,1.392,Paper Wrap
P1127,Paper,1325,Medium,Yes,Air,1.192,Paper Wrap
P1128,Plastic,750,Medium,No,Air,1.575,Recycled Cardboard
P1129,Ceramic,1102,High,Yes,Land,1.322,Bio Bubble Wrap
P1130,Ceramic,283,Low,No,Sea,0.34,Bio Bubble Wrap
P1131,Ceramic,1828,Medium,Yes,Air,2.194,Bio Bubble Wrap
P1132,Glass,1131,Low,Yes,Air,1.696,Bio Bubble Wrap
P1133,Glass,1925,Medium,Yes,Sea,2.888,Bio Bubble Wrap
P1134,Glass,1319,Low,Yes,Sea,1.978,Bio Bubble Wrap
P1135,Bioplastic,1146,Medium,Yes,Land,0.802,Paper Wrap
P1136,Paper,1939,Low,Yes,Land,1.745,Paper Wrap
P1137,Metal,596,High,Yes,Land,1.073,Paper Wrap
P1138,Ceramic,639,Medium,No,Sea,0.767,Bio Bubble Wrap
P1139,Ceramic,914,Medium,No,Air,1.097,Bio Bubble Wrap
P1140,Paper,1011,Medium,Yes,Air,0.91,Paper Wrap
P1141,Metal,1382,Medium,Yes,Sea,2.488,Recycled Cardboard
P1142,Metal,250,Low,Yes,Sea,0.45,Recycled Cardboard
P1143,Plastic,1995,Medium,Yes,Sea,4.189,Recycled Cardboard
P1144,Plastic,1365,Medium,Yes,Air,2.866,Recycled Cardboard
P1145,Paper,1196,High,Yes,Air,1.076,Paper Wrap
P1146,Plastic,205,High,Yes,Sea,0.43,Recycled Cardboard
P1147,Metal,1866,Low,Yes,Land,3.359,Mushroom Foam
P1148,Bioplastic,1520,Medium,No,Air,1.064,Paper Wrap
P1149,Paper,240,Low,Yes,Sea,0.216,Paper Wrap
P1150,Bioplastic,444,Medium,Yes,Land,0.311,Paper Wrap
P1151,Glass,646,High,Yes,Air,0.969,Bio Bubble Wrap
P1152,Plastic,1623,Low,Yes,Air,3.408,Recycled Cardboard
P1153,Paper,1840,High,No,Air,1.656,Paper Wrap
P1154,Metal,549,Low,No,Sea,0.988,Cornstarch Wrap
P1155,Ceramic,1998,High,Yes,Sea,2.398,Bio Bubble Wrap
P1156,Plastic,566,Low,No,Land,1.189,Recycled Cardboard
P1157,Ceramic,1172,High,Yes,Land,1.406,Bio Bubble Wrap
P1158,Metal,410,Medium,Yes,Air,0.738,Bio Bubble Wrap
P1159,Plastic,791,Medium,Yes,Land,1.661,Recycled Cardboard
P1160,Glass,725,Low,No,Air,1.087,Bio Bubble Wrap
P1161,Metal,284,Low,Yes,Land,0.511,Recycled Cardboard
P1162,Metal,1492,Low,No,Sea,2.686,Minimalist Pouch
P1163,Plastic,1922,High,Yes,Sea,4.036,Recycled Cardboard
P1164,Ceramic,1728,Low,Yes,Sea,2.074,Bio Bubble Wrap
P1165,Plastic,1775,Medium,Yes,Sea,3.728,Recycled Cardboard
P1166,Ceramic,742,Medium,Yes,Land,0.89,Bio Bubble Wrap
P1167,Plastic,465,High,Yes,Sea,0.977,Recycled Cardboard
P1168,Glass,1668,Low,Yes,Land,2.502,Bio Bubble Wrap
P1169,Metal,875,Low,No,Sea,1.575,Cornstarch Wrap
P1170,Glass,633,High,Yes,Land,0.95,Bio Bubble Wrap
P1171,Paper,532,Medium,No,Sea,0.479,Paper Wrap
P1172,Bioplastic,1826,High,Yes,Land,1.278,Paper Wrap
P1173,Metal,1621,Low,No,Sea,2.918,Mushroom Foam
P1174,Plastic,1858,Medium,Yes,Land,3.902,Recycled Cardboard
P1175,Ceramic,1841,High,Yes,Land,2.209,Bio Bubble Wrap
P1176,Ceramic,211,High,No,Sea,0.253,Bio Bubble Wrap
P1177,Paper,1221,Medium,Yes,Sea,1.099,Paper Wrap
P1178,Bioplastic,1264,High,No,Land,0.885,Paper Wrap
P1179,Paper,1405,Low,Yes,Air,1.264,Paper Wrap
P1180,Ceramic,548,High,Yes,Land,0.658,Bio Bubble Wrap
P1181,Glass,1401,Low,No,Air,2.102,Bio Bubble Wrap
P1182,Plastic,251,Medium,Yes,Sea,0.527,Recycled Cardboard
P1183,Glass,426,Medium,Yes,Land,0.639,Bio Bubble Wrap
P1184,Plastic,1840,Medium,Yes,Land,3.864,Recycled Cardboard
P1185,Bioplastic,1596,Medium,Yes,Sea,1.117,Paper Wrap
P1186,Paper,1675,Low,Yes,Land,1.508,Paper Wrap
P1187,Plastic,1948,Low,Yes,Air,4.091,Recycled Cardboard
P1188,Bioplastic,1917,Low,No,Sea,1.342,Paper Wrap
P1189,Bioplastic,878,Low,No,Land,0.615,Paper Wrap
P1190,Metal,803,High,Yes,Air,1.445,Bio Bubble Wrap
P1191,Plastic,351,High,No,Air,0.737,Recycled Cardboard
P1192,Ceramic,893,Low,Yes,Land,1.072,Bio Bubble Wrap
P1193,Ceramic,513,High,Yes,Land,0.616,Bio Bubble Wrap
P1194,Ceramic,1904,Medium,No,Air,2.285,Bio Bubble Wrap
P1195,Plastic,490,Medium,No,Land,1.029,Recycled Cardboard
P1196,Paper,1594,Medium,Yes,Sea,1.435,Paper Wrap
P1197,Bioplastic,350,Low,Yes,Land,0.245,Paper Wrap
P1198,Ceramic,1017,Low,Yes,Land,1.22,Bio Bubble Wrap
P1199,Ceramic,327,Low,Yes,Air,0.392,Bio Bubble Wrap
P1200,Glass,566,Medium,No,Air,0.849,Bio Bubble Wrap
P1201,Paper,444,Medium,Yes,Sea,0.4,Paper Wrap
P1202,Ceramic,1744,Medium,Yes,Sea,2.093,Bio Bubble Wrap
P1203,Metal,448,Low,No,Land,0.806,Cornstarch Wrap
P1204,Metal,1273,Medium,Yes,Land,2.291,Minimalist Pouch
P1205,Metal,1417,Low,No,Sea,2.551,Mushroom Foam
P1206,Paper,1372,Medium,Yes,Sea,1.235,Paper Wrap
P1207,Paper,1708,High,Yes,Land,1.537,Paper Wrap
P1208,Bioplastic,1970,Low,Yes,Land,1.379,Paper Wrap
P1209,Glass,1945,Medium,Yes,Land,2.917,Bio Bubble Wrap
P1210,Ceramic,1264,Medium,Yes,Sea,1.517,Bio Bubble Wrap
P1211,Plastic,431,Medium,Yes,Sea,0.905,Recycled Cardboard
P1212,Plastic,1090,Medium,Yes,Sea,2.289,Recycled Cardboard
P1213,Bioplastic,382,Medium,Yes,Sea,0.267,Paper Wrap
P1214,Bioplastic,287,Medium,Yes,Air,0.201,Paper Wrap
P1215,Paper,1387,High,Yes,Air,1.248,Paper Wrap
P1216,Glass,396,Medium,No,Sea,0.594,Bio Bubble Wrap
P1217,Paper,856,High,Yes,Air,0.77,Paper Wrap
P1218,Glass,657,High,No,Sea,0.986,Bio Bubble Wrap
P1219,Paper,1724,Medium,No,Land,1.552,Paper Wrap
P1220,Metal,1470,High,Yes,Sea,2.646,Mushroom Foam
P1221,Paper,1185,Low,Yes,Sea,1.067,Paper Wrap
P1222,Bioplastic,757,Low,Yes,Land,0.53,Paper Wrap
P1223,Ceramic,837,Medium,Yes,Air,1.004,Bio Bubble Wrap
P1224,Metal,1046,Medium,Yes,Air,1.883,Minimalist Pouch
P1225,Metal,263,High,No,Sea,0.473,Cornstarch Wrap
P1226,Plastic,167,Low,Yes,Air,0.351,Recycled Cardboard
P1227,Paper,1065,Medium,Yes,Land,0.959,Paper Wrap
P1228,Paper,199,Low,Yes,Land,0.179,Paper Wrap
P1229,Metal,1696,Medium,Yes,Air,3.053,Recycled Cardboard
P1230,Plastic,1308,Medium,Yes,Sea,2.747,Recycled Cardboard
P1231,Plastic,452,Medium,Yes,Land,0.949,Recycled Cardboard
P1232,Bioplastic,1104,Medium,Yes,Air,0.773,Paper Wrap
P1233,Glass,294,Medium,No,Air,0.441,Bio Bubble Wrap
P1234,Paper,653,High,Yes,Land,0.588,Paper Wrap
P1235,Metal,834,Low,Yes,Sea,1.501,Cornstarch Wrap
P1236,Plastic,1425,High,Yes,Air,2.993,Recycled Cardboard
P1237,Plastic,629,Low,No,Air,1.321,Recycled Cardboard
P1238,Ceramic,685,Medium,No,Air,0.822,Bio Bubble Wrap
P1239,Ceramic,1553,High,Yes,Land,1.864,Bio Bubble Wrap
P1240,Plastic,988,Low,Yes,Sea,2.075,Recycled Cardboard
P1241,Plastic,562,Low,No,Sea,1.18,Recycled Cardboard
P1242,Plastic,633,Low,Yes,Land,1.329,Recycled Cardboard
P1243,Metal,1120,Medium,Yes,Sea,2.016,Minimalist Pouch
P1244,Metal,820,High,Yes,Sea,1.476,Mushroom Foam
P1245,Metal,1817,Low,Yes,Air,3.271,Cornstarch Wrap
P1246,Ceramic,602,Low,Yes,Land,0.722,Bio Bubble Wrap
P1247,Metal,1770,Low,Yes,Air,3.186,Bio Bubble Wrap
P1248,Plastic,1065,Low,Yes,Land,2.236,Recycled Cardboard
P1249,Glass,1124,Low,Yes,Land,1.686,Bio Bubble Wrap
P1250,Bioplastic,1906,Low,Yes,Sea,1.334,Paper Wrap
P1251,Metal,1251,Medium,No,Sea,2.252,Recycled Cardboard
P1252,Paper,1995,Medium,Yes,Land,1.796,Paper Wrap
P1253,Glass,1293,Medium,Yes,Air,1.94,Bio Bubble Wrap
P1254,Paper,625,Medium,Yes,Air,0.562,Paper Wrap
P1255,Glass,518,Low,Yes,Sea,0.777,Bio Bubble Wrap
P1256,Paper,702,Low,Yes,Air,0.632,Paper Wrap
P1257,Ceramic,279,Low,No,Land,0.335,Bio Bubble Wrap
P1258,Glass,1091,Low,Yes,Sea,1.637,Bio Bubble Wrap
P1259,Paper,1628,Low,Yes,Sea,1.465,Paper Wrap
P1260,Bioplastic,1883,Low,No,Sea,1.318,Paper Wrap
P1261,Paper,657,Medium,No,Air,0.591,Paper Wrap
P1262,Paper,951,Low,Yes,Land,0.856,Paper Wrap
P1263,Glass,1857,Low,No,Sea,2.785,Bio Bubble Wrap
P1264,Glass,338,Medium,Yes,Air,0.507,Bio Bubble Wrap
P1265,Paper,1308,Low,Yes,Land,1.177,Paper Wrap
P1266,Metal,1979,High,Yes,Air,3.562,Recycled Cardboard
P1267,Paper,314,Low,Yes,Sea,0.283,Paper Wrap
P1268,Metal,1161,Medium,Yes,Air,2.09,Cornstarch Wrap
P1269,Paper,1181,Low,Yes,Air,1.063,Paper Wrap
P1270,Glass,1106,High,Yes,Air,1.659,Bio Bubble Wrap
P1271,Plastic,807,Low,Yes,Air,1.695,Recycled Cardboard
P1272,Metal,599,Medium,Yes,Sea,1.078,Bio Bubble Wrap
P1273,Ceramic,670,High,Yes,Air,0.804,Bio Bubble Wrap
P1274,Glass,1634,Low,Yes,Air,2.451,Bio Bubble Wrap
P1275,Ceramic,1776,Low,Yes,Sea,2.131,Bio Bubble Wrap
P1276,Ceramic,1586,Low,Yes,Land,1.903,Bio Bubble Wrap
P1277,Plastic,362,High,Yes,Land,0.76,Recycled Cardboard
P1278,Plastic,226,Low,No,Land,0.475,Recycled Cardboard
P1279,Glass,618,Medium,Yes,Sea,0.927,Bio Bubble Wrap
P1280,Plastic,1017,Low,No,Land,2.136,Recycled Cardboard
P1281,Glass,297,Medium,No,Air,0.446,Bio Bubble Wrap
P1282,Plastic,1629,Low,Yes,Air,3.421,Recycled Cardboard
P1283,Paper,375,Medium,Yes,Sea,0.338,Paper Wrap
P1284,Bioplastic,1440,High,No,Sea,1.008,Paper Wrap
P1285,Metal,341,High,Yes,Sea,0.614,Mushroom Foam
P1286,Paper,771,High,Yes,Air,0.694,Paper Wrap
P1287,Glass,607,Low,Yes,Sea,0.91,Bio Bubble Wrap
P1288,Glass,850,Medium,Yes,Air,1.275,Bio Bubble Wrap
P1289,Ceramic,991,Low,No,Land,1.189,Bio Bubble Wrap
P1290,Glass,1318,Low,Yes,Sea,1.977,Bio Bubble Wrap
P1291,Glass,212,Medium,No,Sea,0.318,Bio Bubble Wrap
P1292,Metal,130,Medium,Yes,Air,0.234,Cornstarch Wrap
P1293,Metal,1944,Low,Yes,Air,3.499,Paper Wrap
P1294,Ceramic,1647,Low,Yes,Air,1.976,Bio Bubble Wrap
P1295,Paper,711,High,Yes,Sea,0.64,Paper Wrap
P1296,Ceramic,724,Low,Yes,Land,0.869,Bio Bubble Wrap
P1297,Bioplastic,1413,High,Yes,Sea,0.989,Paper Wrap
P1298,Ceramic,1053,Medium,Yes,Sea,1.264,Bio Bubble Wrap
P1299,Glass,1474,Low,No,Sea,2.211,Bio Bubble Wrap
P1300,Glass,1536,High,No,Air,2.304,Bio Bubble Wrap
P1301,Ceramic,1088,Low,Yes,Air,1.306,Bio Bubble Wrap
P1302,Bioplastic,996,Low,Yes,Sea,0.697,Paper Wrap
P1303,Paper,1775,Medium,Yes,Air,1.597,Paper Wrap
P1304,Ceramic,1862,Medium,Yes,Land,2.234,Bio Bubble Wrap
P1305,Paper,752,High,Yes,Air,0.677,Paper Wrap
P1306,Ceramic,726,Medium,Yes,Air,0.871,Bio Bubble Wrap
P1307,Paper,1791,Low,Yes,Air,1.612,Paper Wrap
P1308,Glass,145,Medium,Yes,Sea,0.217,Bio Bubble Wrap
P1309,Glass,1881,Medium,Yes,Air,2.821,Bio Bubble Wrap
P1310,Bioplastic,1665,Medium,Yes,Sea,1.165,Paper Wrap
P1311,Metal,152,High,Yes,Land,0.274,Cornstarch Wrap
P1312,Glass,1677,Low,No,Sea,2.515,Bio Bubble Wrap
P1313,Glass,769,High,Yes,Air,1.153,Bio Bubble Wrap
P1314,Paper,1579,Low,Yes,Land,1.421,Paper Wrap
P1315,Paper,1894,Medium,Yes,Land,1.705,Paper Wrap
P1316,Metal,939,Low,Yes,Land,1.69,Cornstarch Wrap
P1317,Ceramic,1888,Medium,Yes,Sea,2.266,Bio Bubble Wrap
P1318,Metal,1271,Medium,Yes,Air,2.288,Bio Bubble Wrap
P1319,Bioplastic,393,Low,Yes,Air,0.275,Paper Wrap
P1320,Paper,1752,Low,Yes,Air,1.577,Paper Wrap
P1321,Paper,1643,Low,Yes,Air,1.479,Paper Wrap
P1322,Metal,1556,High,Yes,Sea,2.801,Minimalist Pouch
P1323,Paper,519,High,No,Land,0.467,Paper Wrap
P1324,Bioplastic,463,Low,Yes,Sea,0.324,Paper Wrap
P1325,Ceramic,733,Medium,Yes,Land,0.88,Bio Bubble Wrap
P1326,Glass,1632,High,Yes,Land,2.448,Bio Bubble Wrap
P1327,Plastic,1668,High,No,Air,3.503,Recycled Cardboard
P1328,Ceramic,232,High,No,Land,0.278,Bio Bubble Wrap
P1329,Metal,1322,High,Yes,Air,2.38,Minimalist Pouch
P1330,Metal,1856,Medium,Yes,Land,3.341,Mushroom Foam
P1331,Ceramic,420,Low,Yes,Sea,0.504,Bio Bubble Wrap
P1332,Glass,1056,Medium,Yes,Air,1.584,Bio Bubble Wrap
P1333,Glass,750,Low,No,Air,1.125,Bio Bubble Wrap
P1334,Glass,217,Medium,Yes,Land,0.326,Bio Bubble Wrap
P1335,Ceramic,1984,Low,Yes,Land,2.381,Bio Bubble Wrap
P1336,Ceramic,1078,High,Yes,Air,1.294,Bio Bubble Wrap
P1337,Ceramic,1712,Low,Yes,Land,2.054,Bio Bubble Wrap
P1338,Paper,1040,Low,Yes,Sea,0.936,Paper Wrap
P1339,Glass,668,Low,Yes,Air,1.002,Bio Bubble Wrap
P1340,Ceramic,287,Low,Yes,Sea,0.344,Bio Bubble Wrap
P1341,Paper,646,Medium,Yes,Sea,0.581,Paper Wrap
P1342,Bioplastic,1980,Medium,No,Sea,1.386,Paper Wrap
P1343,Paper,1736,Medium,No,Air,1.562,Paper Wrap
P1344,Plastic,1165,Medium,Yes,Sea,2.446,Recycled Cardboard
P1345,Paper,685,Low,Yes,Sea,0.617,Paper Wrap
P1346,Glass,719,Medium,Yes,Air,1.079,Bio Bubble Wrap
P1347,Ceramic,454,Low,No,Sea,0.545,Bio Bubble Wrap
P1348,Plastic,502,Medium,No,Land,1.054,Recycled Cardboard
P1349,Plastic,549,Low,Yes,Air,1.153,Recycled Cardboard
P1350,Glass,535,Medium,Yes,Air,0.802,Bio Bubble Wrap
P1351,Ceramic,258,Low,Yes,Air,0.31,Bio Bubble Wrap
P1352,Paper,527,Low,Yes,Sea,0.474,Paper Wrap
P1353,Plastic,918,Low,No,Sea,1.928,Recycled Cardboard
P1354,Plastic,394,Low,Yes,Sea,0.827,Recycled Cardboard
P1355,Plastic,1912,Medium,No,Sea,4.015,Recycled Cardboard
P1356,Paper,1378,High,Yes,Land,1.24,Paper Wrap
P1357,Bioplastic,892,High,Yes,Air,0.624,Paper Wrap
P1358,Paper,1873,Low,Yes,Land,1.686,Paper Wrap
P1359,Bioplastic,1745,Low,Yes,Sea,1.222,Paper Wrap
P1360,Plastic,754,Low,Yes,Sea,1.583,Recycled Cardboard
P1361,Glass,527,Medium,No,Land,0.79,Bio Bubble Wrap
P1362,Glass,432,Medium,Yes,Land,0.648,Bio Bubble Wrap
P1363,Ceramic,1785,Medium,Yes,Sea,2.142,Bio Bubble Wrap
P1364,Plastic,1625,Medium,No,Land,3.413,Recycled Cardboard
P1365,Metal,620,High,Yes,Air,1.116,Paper Wrap
P1366,Glass,1094,Medium,Yes,Sea,1.641,Bio Bubble Wrap
P1367,Plastic,1260,Medium,No,Sea,2.646,Recycled Cardboard
P1368,Metal,1770,High,Yes,Sea,3.186,Minimalist Pouch
P1369,Plastic,467,High,No,Land,0.981,Recycled Cardboard
